CHROM,POS,src,TYPE,start,stop,ID,POSITION
2,16850930,Zhu et al 2021,SBS,16850930,16850930,4453,16850930
2,16875950,Weng et al 2019,INDEL,16875950,16875950,4454,16875950
2,16875952,Weng et al 2019,SBS,16875952,16875952,4455,16875952
2,16876636,Monroe et al 2022 (EU lines),INDEL,16876636,16876636,4456,16876636
2,16876639,Monroe et al 2022 (EU lines),INDEL,16876639,16876639,4457,16876639
2,16876989,Weng et al 2019,SBS,16876989,16876989,4458,16876989
2,16919679,Lu et al 2021,INDEL,16919679,16919679,4459,16919679
2,16926445,Willing et al 2016,SBS,16926445,16926445,4460,16926445
2,16928221,Zhu et al 2021,INDEL,16928221,16928221,4461,16928221
2,16928763,Willing et al 2016,SBS,16928763,16928763,4462,16928763
2,16933473,Willing et al 2016,SBS,16933473,16933473,4463,16933473
2,16942890,Zhu et al 2021,SBS,16942890,16942890,4464,16942890
2,16942890,Zhu et al 2021,SBS,16942890,16942890,4465,16942890
2,16942890,Zhu et al 2021,SBS,16942890,16942890,4466,16942890
2,16953845,Willing et al 2016,SBS,16953845,16953845,4467,16953845
2,16957825,Monroe et al 2022 (EU lines),SBS,16957825,16957825,4468,16957825
2,16963000,Willing et al 2016,SBS,16963000,16963000,4469,16963000
2,16984632,Monroe et al 2022 (EU lines),SBS,16984632,16984632,4470,16984632
2,17085438,Willing et al 2016,SBS,17085438,17085438,4471,17085438
2,17090800,Zhu et al 2021,SBS,17090800,17090800,4472,17090800
2,17090800,Zhu et al 2021,SBS,17090800,17090800,4473,17090800
2,17090800,Zhu et al 2021,SBS,17090800,17090800,4474,17090800
2,17090800,Zhu et al 2021,SBS,17090800,17090800,4475,17090800
2,17098234,Monroe et al 2022 (EU lines),SBS,17098234,17098234,4476,17098234
2,17102934,Monroe et al 2022 (EU lines),INDEL,17102934,17102934,4477,17102934
2,17106972,Jiang et al 2014,SBS,17106972,17106972,4478,17106972
2,17143166,Willing et al 2016,SBS,17143166,17143166,4479,17143166
2,17150595,Willing et al 2016,SBS,17150595,17150595,4480,17150595
2,17179491,Monroe et al 2022 (EU lines),SBS,17179491,17179491,4481,17179491
2,17206117,Weng et al 2019,SBS,17206117,17206117,4482,17206117
2,17213201,Monroe et al 2022 (EU lines),SBS,17213201,17213201,4483,17213201
2,17214060,Monroe et al 2022 (EU lines),INDEL,17214060,17214060,4484,17214060
2,17234180,Monroe et al 2022 (EU lines),INDEL,17234180,17234180,4485,17234180
2,17234431,Willing et al 2016,SBS,17234431,17234431,4486,17234431
2,17244654,Willing et al 2016,SBS,17244654,17244654,4487,17244654
2,17256567,Monroe et al 2022 (EU lines),SBS,17256567,17256567,4488,17256567
2,17263281,Willing et al 2016,SBS,17263281,17263281,4489,17263281
2,17272630,Zhu et al 2021,SBS,17272630,17272630,4490,17272630
2,17274705,Willing et al 2016,SBS,17274705,17274705,4491,17274705
2,17300332,Monroe et al 2022 (EU lines),SBS,17300332,17300332,4492,17300332
2,17323097,Lu et al 2021,INDEL,17323097,17323097,4493,17323097
2,17338158,Jiang et al 2011,SBS,17338158,17338158,4494,17338158
2,17339245,Willing et al 2016,SBS,17339245,17339245,4495,17339245
2,17340767,Willing et al 2016,SBS,17340767,17340767,4496,17340767
2,17342292,Yang et al 2015,SBS,17342292,17342292,4497,17342292
2,17345248,Zhu et al 2021,SBS,17345248,17345248,4498,17345248
2,17345248,Zhu et al 2021,SBS,17345248,17345248,4499,17345248
2,17345248,Zhu et al 2021,SBS,17345248,17345248,4500,17345248
2,17345248,Zhu et al 2021,SBS,17345248,17345248,4501,17345248
2,17352304,Zhu et al 2021,SBS,17352304,17352304,4502,17352304
2,17372414,Willing et al 2016,SBS,17372414,17372414,4503,17372414
2,17396401,Zhu et al 2021,SBS,17396401,17396401,4504,17396401
2,17415867,Willing et al 2016,SBS,17415867,17415867,4505,17415867
2,17420353,Jiang et al 2011,SBS,17420353,17420353,4506,17420353
2,17437518,Jiang et al 2014,SBS,17437518,17437518,4507,17437518
2,17437659,Lu et al 2021,SBS,17437659,17437659,4508,17437659
2,17452796,Monroe et al 2022 (EU lines),SBS,17452796,17452796,4509,17452796
2,17468899,Yang et al 2015,SBS,17468899,17468899,4510,17468899
2,17488266,Willing et al 2016,SBS,17488266,17488266,4511,17488266
2,17495511,Weng et al 2019,SBS,17495511,17495511,4512,17495511
2,17502589,Ossowski et al 2010,SBS,17502589,17502589,4513,17502589
2,17503175,Belfield et al 2021,INDEL,17503175,17503175,4514,17503175
2,17521596,Monroe et al 2022 (EU lines),SBS,17521596,17521596,4515,17521596
2,17530743,Weng et al 2019,SBS,17530743,17530743,4516,17530743
2,17601560,Willing et al 2016,SBS,17601560,17601560,4517,17601560
2,17628039,Willing et al 2016,SBS,17628039,17628039,4518,17628039
2,17659762,Willing et al 2016,SBS,17659762,17659762,4519,17659762
2,17670545,Belfield et al 2021,INDEL,17670545,17670545,4520,17670545
2,17726930,Jiang et al 2014,INDEL,17726930,17726930,4521,17726930
2,17758750,Yang et al 2015,SBS,17758750,17758750,4522,17758750
2,17805505,Zhu et al 2021,SBS,17805505,17805505,4523,17805505
2,17805505,Zhu et al 2021,SBS,17805505,17805505,4524,17805505
2,17805505,Zhu et al 2021,SBS,17805505,17805505,4525,17805505
2,17845468,Monroe et al 2022 (EU lines),SBS,17845468,17845468,4526,17845468
2,17852374,Monroe et al 2022 (EU lines),SBS,17852374,17852374,4527,17852374
2,17869231,Willing et al 2016,SBS,17869231,17869231,4528,17869231
2,17905642,Weng et al 2019,INDEL,17905642,17905642,4529,17905642
2,17916933,Belfield et al 2021,INDEL,17916933,17916933,4530,17916933
2,17939009,Weng et al 2019,SBS,17939009,17939009,4531,17939009
2,17953613,Monroe et al 2022 (EU lines),SBS,17953613,17953613,4532,17953613
2,17991555,Zhu et al 2021,SBS,17991555,17991555,4533,17991555
2,17991555,Zhu et al 2021,SBS,17991555,17991555,4534,17991555
2,17997381,Weng et al 2019,SBS,17997381,17997381,4535,17997381
2,17997910,Monroe et al 2022 (EU lines),SBS,17997910,17997910,4536,17997910
2,18021157,Weng et al 2019,SBS,18021157,18021157,4537,18021157
2,18043558,Monroe et al 2022 (EU lines),INDEL,18043558,18043558,4538,18043558
2,18063640,Willing et al 2016,SBS,18063640,18063640,4539,18063640
2,18064955,Willing et al 2016,SBS,18064955,18064955,4540,18064955
2,18080407,Monroe et al 2022 (EU lines),INDEL,18080407,18080407,4541,18080407
2,18093128,Weng et al 2019,SBS,18093128,18093128,4542,18093128
2,18093604,Monroe et al 2022 (EU lines),SBS,18093604,18093604,4543,18093604
2,18099609,Jiang et al 2011,SBS,18099609,18099609,4544,18099609
2,18125540,Monroe et al 2022 (EU lines),INDEL,18125540,18125540,4545,18125540
2,18125540,Monroe et al 2022 (EU lines),INDEL,18125540,18125540,4546,18125540
2,18125551,Monroe et al 2022 (EU lines),INDEL,18125551,18125551,4547,18125551
2,18125551,Monroe et al 2022 (EU lines),INDEL,18125551,18125551,4548,18125551
2,18127036,Monroe et al 2022 (EU lines),INDEL,18127036,18127036,4549,18127036
2,18128293,Willing et al 2016,SBS,18128293,18128293,4550,18128293
2,18172019,Willing et al 2016,SBS,18172019,18172019,4551,18172019
2,18195829,Monroe et al 2022 (EU lines),SBS,18195829,18195829,4552,18195829
2,18204920,Monroe et al 2022 (EU lines),SBS,18204920,18204920,4553,18204920
2,18215294,Weng et al 2019,INDEL,18215294,18215294,4554,18215294
2,18245299,Willing et al 2016,SBS,18245299,18245299,4555,18245299
2,18263683,Willing et al 2016,SBS,18263683,18263683,4556,18263683
2,18294161,Monroe et al 2022 (EU lines),SBS,18294161,18294161,4557,18294161
2,18297261,Willing et al 2016,SBS,18297261,18297261,4558,18297261
2,18313770,Willing et al 2016,SBS,18313770,18313770,4559,18313770
2,18335627,Monroe et al 2022 (EU lines),SBS,18335627,18335627,4560,18335627
2,18342684,Monroe et al 2022 (EU lines),SBS,18342684,18342684,4561,18342684
2,18404977,Willing et al 2016,SBS,18404977,18404977,4562,18404977
2,18427124,Yang et al 2015,SBS,18427124,18427124,4563,18427124
2,18442297,Monroe et al 2022 (EU lines),INDEL,18442297,18442297,4564,18442297
2,18456502,Weng et al 2019,SBS,18456502,18456502,4565,18456502
2,18458738,Monroe et al 2022 (EU lines),SBS,18458738,18458738,4566,18458738
2,18512363,Willing et al 2016,SBS,18512363,18512363,4567,18512363
2,18522423,Willing et al 2016,SBS,18522423,18522423,4568,18522423
2,18570576,Monroe et al 2022 (EU lines),SBS,18570576,18570576,4569,18570576
2,18575310,Yang et al 2015,INDEL,18575310,18575310,4570,18575310
2,18616308,Weng et al 2019,SBS,18616308,18616308,4571,18616308
2,18617699,Willing et al 2016,SBS,18617699,18617699,4572,18617699
2,18619618,Monroe et al 2022 (EU lines),SBS,18619618,18619618,4573,18619618
2,18627324,Monroe et al 2022 (EU lines),INDEL,18627324,18627324,4574,18627324
2,18631454,Weng et al 2019,INDEL,18631454,18631454,4575,18631454
2,18655837,Monroe et al 2022 (EU lines),INDEL,18655837,18655837,4576,18655837
2,18655841,Monroe et al 2022 (EU lines),INDEL,18655841,18655841,4577,18655841
2,18670164,Monroe et al 2022 (EU lines),INDEL,18670164,18670164,4578,18670164
2,18675832,Willing et al 2016,SBS,18675832,18675832,4579,18675832
2,18681206,Monroe et al 2022 (EU lines),SBS,18681206,18681206,4580,18681206
2,18732972,Yang et al 2015,SBS,18732972,18732972,4581,18732972
2,18739706,Weng et al 2019,SBS,18739706,18739706,4582,18739706
2,18743926,Yang et al 2015,SBS,18743926,18743926,4583,18743926
2,18749577,Zhu et al 2021,SBS,18749577,18749577,4584,18749577
2,18798125,Monroe et al 2022 (EU lines),SBS,18798125,18798125,4585,18798125
2,18804040,Monroe et al 2022 (EU lines),INDEL,18804040,18804040,4586,18804040
2,18816415,Willing et al 2016,SBS,18816415,18816415,4587,18816415
2,18858736,Monroe et al 2022 (EU lines),SBS,18858736,18858736,4588,18858736
2,18888196,Willing et al 2016,SBS,18888196,18888196,4589,18888196
2,18973119,Weng et al 2019,SBS,18973119,18973119,4590,18973119
2,18973173,Weng et al 2019,SBS,18973173,18973173,4591,18973173
2,18979549,Willing et al 2016,SBS,18979549,18979549,4592,18979549
2,18980246,Ossowski et al 2010,SBS,18980246,18980246,4593,18980246
2,18998596,Willing et al 2016,SBS,18998596,18998596,4594,18998596
2,19000035,Weng et al 2019,INDEL,19000035,19000035,4595,19000035
2,19006443,Jiang et al 2014,SBS,19006443,19006443,4596,19006443
2,19019943,Zhu et al 2021,INDEL,19019943,19019943,4597,19019943
2,19026928,Weng et al 2019,INDEL,19026928,19026928,4598,19026928
2,19049673,Weng et al 2019,INDEL,19049673,19049673,4599,19049673
2,19058224,Monroe et al 2022 (EU lines),INDEL,19058224,19058224,4600,19058224
2,19069059,Monroe et al 2022 (EU lines),INDEL,19069059,19069059,4601,19069059
2,19074051,Willing et al 2016,SBS,19074051,19074051,4602,19074051
2,19075553,Willing et al 2016,SBS,19075553,19075553,4603,19075553
2,19108785,Zhu et al 2021,SBS,19108785,19108785,4604,19108785
2,19163401,Monroe et al 2022 (EU lines),SBS,19163401,19163401,4605,19163401
2,19223945,Monroe et al 2022 (EU lines),SBS,19223945,19223945,4606,19223945
2,19249961,Willing et al 2016,SBS,19249961,19249961,4607,19249961
2,19292016,Monroe et al 2022 (EU lines),SBS,19292016,19292016,4608,19292016
2,19305520,Jiang et al 2011,INDEL,19305520,19305520,4609,19305520
2,19322664,Weng et al 2019,SBS,19322664,19322664,4610,19322664
2,19330942,Zhu et al 2021,INDEL,19330942,19330942,4611,19330942
2,19331246,Weng et al 2019,SBS,19331246,19331246,4612,19331246
2,19395561,Monroe et al 2022 (EU lines),INDEL,19395561,19395561,4613,19395561
2,19415859,Monroe et al 2022 (EU lines),SBS,19415859,19415859,4614,19415859
2,19434645,Monroe et al 2022 (EU lines),SBS,19434645,19434645,4615,19434645
2,19436286,Willing et al 2016,SBS,19436286,19436286,4616,19436286
2,19454254,Belfield et al 2021,SBS,19454254,19454254,4617,19454254
2,19455645,Zhu et al 2021,SBS,19455645,19455645,4618,19455645
2,19460118,Willing et al 2016,SBS,19460118,19460118,4619,19460118
2,19516663,Weng et al 2019,SBS,19516663,19516663,4620,19516663
2,19528775,Weng et al 2019,SBS,19528775,19528775,4621,19528775
2,19530395,Monroe et al 2022 (EU lines),SBS,19530395,19530395,4622,19530395
2,19603051,Monroe et al 2022 (EU lines),INDEL,19603051,19603051,4623,19603051
2,19609258,Willing et al 2016,SBS,19609258,19609258,4624,19609258
2,19623563,Weng et al 2019,SBS,19623563,19623563,4625,19623563
2,19654949,Weng et al 2019,SBS,19654949,19654949,4626,19654949
2,19665474,Zhu et al 2021,SBS,19665474,19665474,4627,19665474
2,19670059,Weng et al 2019,SBS,19670059,19670059,4628,19670059
2,19673489,Weng et al 2019,SBS,19673489,19673489,4629,19673489
2,19676892,Willing et al 2016,SBS,19676892,19676892,4630,19676892
2,19697489,Monroe et al 2022 (EU lines),SBS,19697489,19697489,4631,19697489
2,19697643,Lu et al 2021,SBS,19697643,19697643,4632,19697643
3,47121,Weng et al 2019,SBS,47121,47121,4633,47121
3,47128,Ossowski et al 2010,SBS,47128,47128,4634,47128
3,51416,Monroe et al 2022 (EU lines),SBS,51416,51416,4635,51416
3,92204,Willing et al 2016,SBS,92204,92204,4636,92204
3,195329,Willing et al 2016,SBS,195329,195329,4637,195329
3,234616,Lu et al 2021,INDEL,234616,234616,4638,234616
3,261554,Willing et al 2016,SBS,261554,261554,4639,261554
3,272533,Monroe et al 2022 (EU lines),SBS,272533,272533,4640,272533
3,292989,Monroe et al 2022 (EU lines),SBS,292989,292989,4641,292989
3,303233,Willing et al 2016,SBS,303233,303233,4642,303233
3,346663,Willing et al 2016,SBS,346663,346663,4643,346663
3,364307,Monroe et al 2022 (EU lines),INDEL,364307,364307,4644,364307
3,391261,Lu et al 2021,INDEL,391261,391261,4645,391261
3,397255,Willing et al 2016,SBS,397255,397255,4646,397255
3,397256,Willing et al 2016,SBS,397256,397256,4647,397256
3,404073,Monroe et al 2022 (EU lines),SBS,404073,404073,4648,404073
3,416512,Zhu et al 2021,SBS,416512,416512,4649,416512
3,416512,Zhu et al 2021,SBS,416512,416512,4650,416512
3,416512,Zhu et al 2021,SBS,416512,416512,4651,416512
3,447448,Willing et al 2016,SBS,447448,447448,4652,447448
3,451817,Monroe et al 2022 (EU lines),SBS,451817,451817,4653,451817
3,485272,Zhu et al 2021,SBS,485272,485272,4654,485272
3,567843,Willing et al 2016,SBS,567843,567843,4655,567843
3,609800,Monroe et al 2022 (EU lines),INDEL,609800,609800,4656,609800
3,637655,Willing et al 2016,SBS,637655,637655,4657,637655
3,646195,Monroe et al 2022 (EU lines),SBS,646195,646195,4658,646195
3,651702,Zhu et al 2021,SBS,651702,651702,4659,651702
3,651702,Zhu et al 2021,SBS,651702,651702,4660,651702
3,651702,Zhu et al 2021,SBS,651702,651702,4661,651702
3,651702,Zhu et al 2021,SBS,651702,651702,4662,651702
3,654717,Monroe et al 2022 (EU lines),INDEL,654717,654717,4663,654717
3,658572,Monroe et al 2022 (EU lines),SBS,658572,658572,4664,658572
3,672391,Weng et al 2019,SBS,672391,672391,4665,672391
3,693158,Weng et al 2019,SBS,693158,693158,4666,693158
3,722999,Weng et al 2019,SBS,722999,722999,4667,722999
3,754363,Monroe et al 2022 (EU lines),INDEL,754363,754363,4668,754363
3,754364,Monroe et al 2022 (EU lines),INDEL,754364,754364,4669,754364
3,754365,Monroe et al 2022 (EU lines),INDEL,754365,754365,4670,754365
3,809942,Willing et al 2016,SBS,809942,809942,4671,809942
3,827102,Monroe et al 2022 (EU lines),INDEL,827102,827102,4672,827102
3,827196,Weng et al 2019,SBS,827196,827196,4673,827196
3,832839,Belfield et al 2021,INDEL,832839,832839,4674,832839
3,840899,Weng et al 2019,SBS,840899,840899,4675,840899
3,840906,Ossowski et al 2010,SBS,840906,840906,4676,840906
3,858273,Weng et al 2019,SBS,858273,858273,4677,858273
3,865708,Willing et al 2016,SBS,865708,865708,4678,865708
3,894792,Weng et al 2019,SBS,894792,894792,4679,894792
3,915655,Yang et al 2015,SBS,915655,915655,4680,915655
3,955602,Willing et al 2016,SBS,955602,955602,4681,955602
3,997799,Weng et al 2019,SBS,997799,997799,4682,997799
3,1015791,Monroe et al 2022 (EU lines),SBS,1015791,1015791,4683,1015791
3,1021943,Monroe et al 2022 (EU lines),SBS,1021943,1021943,4684,1021943
3,1057972,Weng et al 2019,SBS,1057972,1057972,4685,1057972
3,1073621,Zhu et al 2021,SBS,1073621,1073621,4686,1073621
3,1073621,Zhu et al 2021,SBS,1073621,1073621,4687,1073621
3,1073621,Zhu et al 2021,SBS,1073621,1073621,4688,1073621
3,1083947,Monroe et al 2022 (EU lines),SBS,1083947,1083947,4689,1083947
3,1103516,Willing et al 2016,SBS,1103516,1103516,4690,1103516
3,1112498,Weng et al 2019,SBS,1112498,1112498,4691,1112498
3,1150123,Weng et al 2019,SBS,1150123,1150123,4692,1150123
3,1170982,Willing et al 2016,SBS,1170982,1170982,4693,1170982
3,1207250,Ossowski et al 2010,SBS,1207250,1207250,4694,1207250
3,1248296,Monroe et al 2022 (EU lines),SBS,1248296,1248296,4695,1248296
3,1263083,Willing et al 2016,SBS,1263083,1263083,4696,1263083
3,1293662,Monroe et al 2022 (EU lines),INDEL,1293662,1293662,4697,1293662
3,1327781,Monroe et al 2022 (EU lines),SBS,1327781,1327781,4698,1327781
3,1352289,Monroe et al 2022 (EU lines),SBS,1352289,1352289,4699,1352289
3,1368557,Monroe et al 2022 (EU lines),INDEL,1368557,1368557,4700,1368557
3,1430404,Willing et al 2016,SBS,1430404,1430404,4701,1430404
3,1448677,Monroe et al 2022 (EU lines),SBS,1448677,1448677,4702,1448677
3,1486913,Monroe et al 2022 (EU lines),SBS,1486913,1486913,4703,1486913
3,1504282,Monroe et al 2022 (EU lines),SBS,1504282,1504282,4704,1504282
3,1552513,Monroe et al 2022 (EU lines),SBS,1552513,1552513,4705,1552513
3,1558853,Willing et al 2016,SBS,1558853,1558853,4706,1558853
3,1559001,Willing et al 2016,SBS,1559001,1559001,4707,1559001
3,1559002,Willing et al 2016,SBS,1559002,1559002,4708,1559002
3,1559658,Willing et al 2016,SBS,1559658,1559658,4709,1559658
3,1572300,Jiang et al 2014,SBS,1572300,1572300,4710,1572300
3,1578121,Monroe et al 2022 (EU lines),INDEL,1578121,1578121,4711,1578121
3,1578121,Monroe et al 2022 (EU lines),INDEL,1578121,1578121,4712,1578121
3,1607068,Yang et al 2015,SBS,1607068,1607068,4713,1607068
3,1629199,Monroe et al 2022 (EU lines),INDEL,1629199,1629199,4714,1629199
3,1629201,Monroe et al 2022 (EU lines),INDEL,1629201,1629201,4715,1629201
3,1653175,Willing et al 2016,SBS,1653175,1653175,4716,1653175
3,1664694,Belfield et al 2021,INDEL,1664694,1664694,4717,1664694
3,1714821,Monroe et al 2022 (EU lines),INDEL,1714821,1714821,4718,1714821
3,1724910,Weng et al 2019,INDEL,1724910,1724910,4719,1724910
3,1724924,Monroe et al 2022 (EU lines),SBS,1724924,1724924,4720,1724924
3,1725362,Monroe et al 2022 (EU lines),SBS,1725362,1725362,4721,1725362
3,1747146,Monroe et al 2022 (EU lines),INDEL,1747146,1747146,4722,1747146
3,1752548,Zhu et al 2021,SBS,1752548,1752548,4723,1752548
3,1787812,Lu et al 2021,SBS,1787812,1787812,4724,1787812
3,1793328,Weng et al 2019,INDEL,1793328,1793328,4725,1793328
3,1799799,Yang et al 2015,INDEL,1799799,1799799,4726,1799799
3,1823140,Monroe et al 2022 (EU lines),SBS,1823140,1823140,4727,1823140
3,1838921,Weng et al 2019,INDEL,1838921,1838921,4728,1838921
3,1855650,Willing et al 2016,SBS,1855650,1855650,4729,1855650
3,1919498,Monroe et al 2022 (EU lines),SBS,1919498,1919498,4730,1919498
3,1923487,Willing et al 2016,SBS,1923487,1923487,4731,1923487
3,1928595,Monroe et al 2022 (EU lines),INDEL,1928595,1928595,4732,1928595
3,1940729,Zhu et al 2021,SBS,1940729,1940729,4733,1940729
3,1960319,Monroe et al 2022 (EU lines),INDEL,1960319,1960319,4734,1960319
3,1960705,Willing et al 2016,SBS,1960705,1960705,4735,1960705
3,1962860,Monroe et al 2022 (EU lines),INDEL,1962860,1962860,4736,1962860
3,1963394,Monroe et al 2022 (EU lines),INDEL,1963394,1963394,4737,1963394
3,1976239,Zhu et al 2021,SBS,1976239,1976239,4738,1976239
3,1990746,Willing et al 2016,SBS,1990746,1990746,4739,1990746
3,2003711,Weng et al 2019,SBS,2003711,2003711,4740,2003711
3,2034428,Monroe et al 2022 (EU lines),SBS,2034428,2034428,4741,2034428
3,2041079,Willing et al 2016,SBS,2041079,2041079,4742,2041079
3,2094498,Zhu et al 2021,SBS,2094498,2094498,4743,2094498
3,2095625,Weng et al 2019,SBS,2095625,2095625,4744,2095625
3,2101210,Monroe et al 2022 (EU lines),INDEL,2101210,2101210,4745,2101210
3,2101220,Monroe et al 2022 (EU lines),SBS,2101220,2101220,4746,2101220
3,2107203,Zhu et al 2021,SBS,2107203,2107203,4747,2107203
3,2134072,Willing et al 2016,SBS,2134072,2134072,4748,2134072
3,2167866,Weng et al 2019,SBS,2167866,2167866,4749,2167866
3,2167875,Weng et al 2019,SBS,2167875,2167875,4750,2167875
3,2188426,Monroe et al 2022 (EU lines),SBS,2188426,2188426,4751,2188426
3,2196405,Monroe et al 2022 (EU lines),SBS,2196405,2196405,4752,2196405
3,2199816,Weng et al 2019,SBS,2199816,2199816,4753,2199816
3,2205146,Weng et al 2019,SBS,2205146,2205146,4754,2205146
3,2213360,Weng et al 2019,SBS,2213360,2213360,4755,2213360
3,2223906,Monroe et al 2022 (EU lines),INDEL,2223906,2223906,4756,2223906
3,2243624,Monroe et al 2022 (EU lines),SBS,2243624,2243624,4757,2243624
3,2251553,Weng et al 2019,SBS,2251553,2251553,4758,2251553
3,2254046,Monroe et al 2022 (EU lines),SBS,2254046,2254046,4759,2254046
3,2270128,Weng et al 2019,SBS,2270128,2270128,4760,2270128
3,2282028,Monroe et al 2022 (EU lines),SBS,2282028,2282028,4761,2282028
3,2339076,Weng et al 2019,SBS,2339076,2339076,4762,2339076
3,2360745,Weng et al 2019,SBS,2360745,2360745,4763,2360745
3,2376437,Willing et al 2016,SBS,2376437,2376437,4764,2376437
3,2405555,Monroe et al 2022 (EU lines),SBS,2405555,2405555,4765,2405555
3,2460500,Willing et al 2016,SBS,2460500,2460500,4766,2460500
3,2461274,Weng et al 2019,SBS,2461274,2461274,4767,2461274
3,2485033,Zhu et al 2021,SBS,2485033,2485033,4768,2485033
3,2518790,Willing et al 2016,SBS,2518790,2518790,4769,2518790
3,2550672,Lu et al 2021,SBS,2550672,2550672,4770,2550672
3,2569788,Willing et al 2016,SBS,2569788,2569788,4771,2569788
3,2572479,Willing et al 2016,SBS,2572479,2572479,4772,2572479
3,2601309,Willing et al 2016,SBS,2601309,2601309,4773,2601309
3,2608001,Willing et al 2016,SBS,2608001,2608001,4774,2608001
3,2609728,Lu et al 2021,INDEL,2609728,2609728,4775,2609728
3,2609728,Lu et al 2021,INDEL,2609728,2609728,4776,2609728
3,2609728,Lu et al 2021,INDEL,2609728,2609728,4777,2609728
3,2609728,Lu et al 2021,INDEL,2609728,2609728,4778,2609728
3,2609728,Lu et al 2021,INDEL,2609728,2609728,4779,2609728
3,2610030,Monroe et al 2022 (EU lines),SBS,2610030,2610030,4780,2610030
3,2611048,Belfield et al 2021,SBS,2611048,2611048,4781,2611048
3,2615707,Willing et al 2016,SBS,2615707,2615707,4782,2615707
3,2617530,Yang et al 2015,SBS,2617530,2617530,4783,2617530
3,2636609,Monroe et al 2022 (EU lines),INDEL,2636609,2636609,4784,2636609
3,2642920,Weng et al 2019,SBS,2642920,2642920,4785,2642920
3,2723509,Willing et al 2016,SBS,2723509,2723509,4786,2723509
3,2758043,Weng et al 2019,INDEL,2758043,2758043,4787,2758043
3,2765708,Monroe et al 2022 (EU lines),SBS,2765708,2765708,4788,2765708
3,2772892,Monroe et al 2022 (EU lines),SBS,2772892,2772892,4789,2772892
3,2773793,Monroe et al 2022 (EU lines),INDEL,2773793,2773793,4790,2773793
3,2777976,Willing et al 2016,SBS,2777976,2777976,4791,2777976
3,2789081,Weng et al 2019,SBS,2789081,2789081,4792,2789081
3,2791626,Monroe et al 2022 (EU lines),SBS,2791626,2791626,4793,2791626
3,2815640,Willing et al 2016,SBS,2815640,2815640,4794,2815640
3,2823717,Willing et al 2016,SBS,2823717,2823717,4795,2823717
3,2865773,Willing et al 2016,SBS,2865773,2865773,4796,2865773
3,2866866,Monroe et al 2022 (EU lines),INDEL,2866866,2866866,4797,2866866
3,2866866,Monroe et al 2022 (EU lines),INDEL,2866866,2866866,4798,2866866
3,2885040,Willing et al 2016,SBS,2885040,2885040,4799,2885040
3,2893164,Monroe et al 2022 (EU lines),SBS,2893164,2893164,4800,2893164
3,2895122,Monroe et al 2022 (EU lines),SBS,2895122,2895122,4801,2895122
3,2909850,Willing et al 2016,SBS,2909850,2909850,4802,2909850
3,2918490,Zhu et al 2021,SBS,2918490,2918490,4803,2918490
3,2918490,Zhu et al 2021,SBS,2918490,2918490,4804,2918490
3,2918587,Willing et al 2016,SBS,2918587,2918587,4805,2918587
3,2929415,Weng et al 2019,SBS,2929415,2929415,4806,2929415
3,2935590,Willing et al 2016,SBS,2935590,2935590,4807,2935590
3,2963822,Willing et al 2016,SBS,2963822,2963822,4808,2963822
3,2974926,Weng et al 2019,INDEL,2974926,2974926,4809,2974926
3,2983595,Weng et al 2019,SBS,2983595,2983595,4810,2983595
3,2997745,Monroe et al 2022 (EU lines),INDEL,2997745,2997745,4811,2997745
3,3008533,Weng et al 2019,SBS,3008533,3008533,4812,3008533
3,3045437,Monroe et al 2022 (EU lines),INDEL,3045437,3045437,4813,3045437
3,3076440,Monroe et al 2022 (EU lines),INDEL,3076440,3076440,4814,3076440
3,3112334,Weng et al 2019,SBS,3112334,3112334,4815,3112334
3,3113880,Zhu et al 2021,SBS,3113880,3113880,4816,3113880
3,3114718,Willing et al 2016,SBS,3114718,3114718,4817,3114718
3,3120096,Willing et al 2016,SBS,3120096,3120096,4818,3120096
3,3120865,Monroe et al 2022 (EU lines),SBS,3120865,3120865,4819,3120865
3,3120866,Monroe et al 2022 (EU lines),INDEL,3120866,3120866,4820,3120866
3,3133311,Monroe et al 2022 (EU lines),INDEL,3133311,3133311,4821,3133311
3,3154818,Lu et al 2021,SBS,3154818,3154818,4822,3154818
3,3167328,Zhu et al 2021,SBS,3167328,3167328,4823,3167328
3,3167328,Zhu et al 2021,SBS,3167328,3167328,4824,3167328
3,3167328,Zhu et al 2021,SBS,3167328,3167328,4825,3167328
3,3176666,Weng et al 2019,SBS,3176666,3176666,4826,3176666
3,3176667,Weng et al 2019,SBS,3176667,3176667,4827,3176667
3,3176765,Willing et al 2016,SBS,3176765,3176765,4828,3176765
3,3187093,Zhu et al 2021,SBS,3187093,3187093,4829,3187093
3,3216282,Weng et al 2019,SBS,3216282,3216282,4830,3216282
3,3219203,Zhu et al 2021,SBS,3219203,3219203,4831,3219203
3,3252273,Willing et al 2016,SBS,3252273,3252273,4832,3252273
3,3252893,Jiang et al 2014,SBS,3252893,3252893,4833,3252893
3,3253223,Belfield et al 2021,INDEL,3253223,3253223,4834,3253223
3,3258287,Weng et al 2019,SBS,3258287,3258287,4835,3258287
3,3299184,Lu et al 2021,INDEL,3299184,3299184,4836,3299184
3,3360806,Willing et al 2016,SBS,3360806,3360806,4837,3360806
3,3373960,Willing et al 2016,SBS,3373960,3373960,4838,3373960
3,3428978,Zhu et al 2021,SBS,3428978,3428978,4839,3428978
